공고ID,공고제목,회사명,직무카테고리,회사규모,tech_all,게시년월,cluster
337434,코어플랫폼유닛 Back-end,씨제이올리브영(CJ올리브영),백엔드,대기업,"Elasticsearch, Java, Kafka, Kotlin, Redis, Spring",2026-01,7
337431,[아정커뮤니케이션] 부산 서면점 보안 인증 담당자 ( 3년이상 ~ 5년 이하),아정네트웍스,AI_ML,스타트업/중소,AWS,2026-01,8
337414,개발자 (1~2년),카이로스솔루션,DevOps,스타트업/중소,"Java, Python",2026-01,0
337404,SI 담당 개발자,구루미,프론트엔드,스타트업/중소,"Java, Vue",2026-01,3
337394,AI Engineer (SAIP),에스투더블유(S2W),AI_ML,스타트업/중소,"Docker, Kafka, MLOps, Python",2026-01,4
337392,ML OPS Engineer (SAIP),에스투더블유(S2W),백엔드,스타트업/중소,"Ansible, CI/CD, Docker, Elasticsearch, FastAPI, Git, GitLab, Go, Jenkins, Kafka, Kubernetes, Linux, MLOps, MongoDB, Python, Terraform",2026-01,4
337387,개발팀 매쓰플랫 DevOps Engineer (5년 이상),프리윌린,백엔드,스타트업/중소,"AWS, CI/CD, Docker, Java, Kubernetes, Linux, Python",2026-01,2
337377,펌웨어엔지니어,메텍홀딩스,기타,스타트업/중소,,2026-01,6
337374,반도체·스마트팩토리 물류 제어 S/W 프론트 주니어 개발자(React),주밍코리아,백엔드,스타트업/중소,"Python, React, TypeScript",2026-01,1
337366,DBA,비큐에이아이,데이터,스타트업/중소,PostgreSQL,2026-01,7
337365,프론트개발팀 프론트개발자,비큐에이아이,백엔드,스타트업/중소,"React, Spring, Spring Boot",2026-01,1
337363,AI개발자(10년 이상),비큐에이아이,백엔드,스타트업/중소,"FastAPI, LLM, NLP, RAG, Spring, Spring Boot, Vector DB",2026-01,4
337348,[모카시스템] 클라우드 웹 프론트엔드 개발자,슈프리마,백엔드,스타트업/중소,"Git, Java, JavaScript, React, TypeScript",2026-01,1
337344,[모카시스템] 클라우드 백엔드 개발자,슈프리마,백엔드,스타트업/중소,"AWS, Java, JavaScript, TypeScript",2026-01,0
337343,LLM Observability 개발자,와탭랩스(WhaTapLabs),백엔드,스타트업/중소,"Azure, Java, LLM, LangChain, MSA, RAG, Spring, 마이크로서비스",2026-01,0
337341,로그 개발자,와탭랩스(WhaTapLabs),백엔드,스타트업/중소,"Elasticsearch, Java, MSA, Spring, 마이크로서비스",2026-01,7
337329,React Native 엔지니어 (5년 이상),굿닥(goodoc),프론트엔드,스타트업/중소,"GraphQL, React, React Native, TypeScript",2026-01,3
337324,[미리디] 시니어 데이터 엔지니어,미리디,데이터,스타트업/중소,"AWS, Airflow, Java, Kubernetes, Python, Scala",2026-01,7
337321,[미리캔버스] 풀스택 개발자 (NestJS),미리디,백엔드,스타트업/중소,"AWS, CI/CD, Git, GitHub, GitHub Actions, Go, Java, JavaScript, LLM, MongoDB, NestJS, Redis, TypeScript",2026-01,0
337280,백엔드 개발자 (Python/AI),케어랩스,백엔드,스타트업/중소,"AWS, CI/CD, Django, FastAPI, Flask, Git, Go, Linux, Pandas, PyTorch, Python, REST API, Scikit-learn, TensorFlow",2026-01,0
337279,[DM사업부] 프론트엔드 개발자(6년이상),케어랩스,백엔드,스타트업/중소,"AWS, Git, PHP, REST API, React, React Native, TypeScript",2026-01,1
337266,정보보호관리,다우기술,모바일,스타트업/중소,"AWS, Go",2026-01,8
337265,고유자산 상품주식 시스템 개발,다우기술,PM_기획,스타트업/중소,"Jira, Oracle",2026-01,3
337262,"[LAPRAS株式会社] SeniorSoftwareEngineer,Frontend_근무지 일본",원티드_일본 현지 채용,백엔드,스타트업/중소,"Django, Go, Java, JavaScript, Kubernetes, Python, React, Terraform, TypeScript, Vue",2026-01,6
337261,[LAPRAS株式会社] Application Engineer_근무지 일본,원티드_일본 현지 채용,백엔드,스타트업/중소,"Django, Go, Java, JavaScript, Kubernetes, Python, React, Terraform, TypeScript, Vue",2026-01,6
337257,StarRocks 기반 실시간 데이터 분석 플랫폼 전환 엔지니어,미리비트,데이터,스타트업/중소,"Java, Kafka, Kubernetes, Python",2026-01,7
337256,Apache Flink 기반 실시간 데이터 파이프라인 전환 데이터 엔지니어,미리비트,백엔드,스타트업/중소,"Java, Kafka, Kubernetes, Python, Scala",2026-01,7
337255,DevOps Engineer,토스인컴,백엔드,대기업,"AWS, CI/CD, Kotlin, Kubernetes, Terraform",2026-01,2
337247,[플랫폼본부] AI Hub실 데이터 엔지니어,넥슨코리아(NEXON),백엔드,대기업,"AWS, Airflow, Confluence, Java, Jira, Kafka, LLM, Python, RAG, Scala, 딥러닝, 머신러닝",2026-01,7
337246,[플랫폼본부] AI Hub실 AI 백엔드 엔지니어,넥슨코리아(NEXON),백엔드,대기업,"Embedding, Java, JavaScript, LLM, LangChain, Python, RAG, 딥러닝, 머신러닝",2026-01,4
337245,[플랫폼본부] AI Hub실 AI 엔지니어,넥슨코리아(NEXON),백엔드,대기업,"LLM, REST API, React, Vue",2026-01,4
337226,안드로이드 개발자 4년 이상,위버스브레인,프론트엔드,스타트업/중소,"CI/CD, Flutter, Go, Java, Kotlin",2026-01,5
337203,시스템 엔지니어(IDC · Cloud 운영),인라이플,DevOps,스타트업/중소,"AWS, Azure, Docker, GCP, Kubernetes, Linux, Terraform",2026-01,2
337193,임베디드 소프트웨어 엔지니어 - 그래픽&애플리케이션 (Yocto Linux),에너지어스(Energyus),기타,스타트업/중소,Linux,2026-01,6
337191,웹 퍼블리셔 3년 이상,씨티케이,프론트엔드,스타트업/중소,"Angular, Git, Java, JavaScript, React, Vue",2026-01,1
337190,백엔드 개발 (10년~),씨티케이,백엔드,스타트업/중소,"AWS, Git, Java, MySQL, Spring, Spring Boot",2026-01,0
337185,백엔드&인프라 엔지니어(Backend&Infra),맨인블록,백엔드,스타트업/중소,"AWS, CI/CD, GCP, Git, GitHub, GitHub Actions, Java, Jenkins, Linux, MariaDB, MySQL, Nginx, Python, Spring, Spring Boot",2026-01,0
337183,[더운반] 프론트엔드 개발 6년 이상,씨제이대한통운(CJ대한통운),백엔드,대기업,"Java, JavaScript, React, TypeScript",2026-01,1
337145,SRE/DevOps Engineer,모레,DevOps,스타트업/중소,"Ansible, CI/CD, Docker, Go, Jenkins, Kubernetes, Linux, Python, Terraform",2026-01,2
337142,[B2B SaaS] 프론트엔드 개발자,아드리엘(Adriel),백엔드,스타트업/중소,"CI/CD, Git, Java, JavaScript, LLM, React, TypeScript, Vue",2026-01,1
337135,DevOps 엔지니어,알체라,DevOps,스타트업/중소,"AWS, CI/CD, Confluence, Docker, Git, GitHub, GitHub Actions, Go, Jira, Kubernetes, Terraform",2026-01,2
337134,Data Engineer (5년 이상),스푼랩스,백엔드,스타트업/중소,"AWS, Airflow, CI/CD, Go",2026-01,7
337130,Backend Engineer (Go/Java) - Middle,센트비(Sentbe),백엔드,스타트업/중소,"AWS, Confluence, Docker, Git, GitHub, Go, Golang, Java, Jira, K8s, Kubernetes, PostgreSQL, Redis, Spring, Spring Boot, gRPC, 마이크로서비스",2026-01,0
337119,유지보수 PL 부문,오티아이,프론트엔드,스타트업/중소,"Go, Java, Oracle, Vue",2026-01,0
337094,네트워크 운영 부문 담당자,오티아이,보안,스타트업/중소,,2026-01,8
337093,NPU Software Engineer,모레,AI_ML,스타트업/중소,"PyTorch, Python, TensorFlow",2026-01,4
337091,시스템운영 부문,오티아이,보안,스타트업/중소,Linux,2026-01,2
337090,DB 운영 부문,오티아이,기타,스타트업/중소,"Linux, Oracle",2026-01,2
337089,반도체·스마트팩토리 물류 제어 S/W 프론트 개발자(React),주밍코리아,백엔드,스타트업/중소,"Python, React, TypeScript",2026-01,4
337066,Data Engineer,코클,백엔드,스타트업/중소,"AWS, Airflow, Docker, Flask, GCP, GPT, Git, GitHub, GitLab, Java, JavaScript, MySQL, PostgreSQL, PyTorch, Python, React, TensorFlow, TypeScript, Vue",2026-01,7
337058,[인턴] 프론트엔드 개발자,젭(zep),프론트엔드,스타트업/중소,"CI/CD, Git, GitHub, GitHub Actions, React, TypeScript",2026-01,3
337053,Security Engineer (접근제어/암호키관리 운영),무신사,DevOps,스타트업/중소,"AWS, Azure, Go, Golang, Kubernetes, MySQL, Python, Rust, Terraform",2026-01,8
337052,Security Engineer (네트워크 보안),무신사,백엔드,스타트업/중소,"AWS, Azure, GCP",2026-01,8
337043,Frontend Engineer Lead,라이너(Liner),프론트엔드,스타트업/중소,,2026-01,3
337042,백엔드 개발자,펑타이그레이터차이나(PTKOREA),백엔드,스타트업/중소,"AWS, CI/CD, Docker, FastAPI, Java, JavaScript, PostgreSQL, Python, Redis, TypeScript",2026-01,0
337039,GIS 웹개발 6년 이상,씨엠월드,기타,스타트업/중소,Git,2026-01,3
337038,Data Engineer (데이터엔지니어),미소(miso),백엔드,스타트업/중소,"AWS, Azure, DynamoDB, GCP, Git, GitHub, GitHub Actions, Go, Kubernetes, NestJS, Nginx, PostgreSQL, React, React Native, Terraform, TypeScript",2026-01,7
337037,DevOps Engineer (5년 이상),미소(miso),DevOps,스타트업/중소,"AWS, CI/CD, Git, GitHub, GitHub Actions, Kubernetes, Terraform",2026-01,3
337020,[NetsPresso] Quantization Research Engineer,노타(Nota),AI_ML,스타트업/중소,"Computer Vision, LLM, PyTorch, 딥러닝",2026-01,4
336984,Product Engineer (Backend Focus) / 백엔드 엔지니어,크로스앵글,백엔드,스타트업/중소,"Go, Java, LLM, Python, Scala",2026-01,4
336981,Back-End 개발자,모비두(소스라이브),백엔드,스타트업/중소,"AWS, DynamoDB, Elasticsearch, Git, Java, JavaScript, MySQL, PostgreSQL, Redis, Scala, Spring, Spring Boot, TypeScript",2026-01,0
336971,Senior Backend Engineer,라이너(Liner),백엔드,스타트업/중소,"Kotlin, Scala",2026-01,3
336961,SW검증 (Automotive시스템실),슈어소프트테크,AI_ML,스타트업/중소,"LLM, MATLAB, Python",2026-01,6
336942,[キャディ株式会社] SeniorBackendEngineer-CADDi Drawer-_근무지 일본,원티드_일본 현지 채용,백엔드,스타트업/중소,"CI/CD, Confluence, Docker, Elasticsearch, Express, Git, GitHub, GitHub Actions, Go, GraphQL, Jira, Kubernetes, NestJS, PostgreSQL, PyTorch, Python, React, Rust, Scala, Terraform, TypeScript, gRPC",2026-01,6
336902,[리드급] 프론트엔드 엔지니어,피처링(FeaturingCorp.),백엔드,스타트업/중소,"React, TypeScript, Vue",2026-01,1
336869,[Frontend파트] Web 개발자,그린카,프론트엔드,스타트업/중소,"Java, JavaScript, React, TypeScript",2026-01,1
336866,[Frontend파트] 안드로이드(AOS) 개발자,그린카,백엔드,스타트업/중소,"Git, Go, Kotlin",2026-01,5
336865,[Frontend파트] iOS 개발자,그린카,프론트엔드,스타트업/중소,React,2026-01,5
336863,[코오롱몰] 이커머스 시니어 백엔드 개발자(6년 이상),퍼플아이오,백엔드,스타트업/중소,"AWS, CI/CD, Git, GitHub, GitLab, Java, Jenkins, Jira, Kotlin, MySQL, Oracle, PostgreSQL, Spring",2026-01,0
336861,[Data파트] 차량관제시스템 Backend 개발자,그린카,백엔드,스타트업/중소,"AWS, Java, MSA, Spring",2026-01,0
336859,[Backend파트] Backend 개발자,그린카,백엔드,스타트업/중소,"Java, MSA, MySQL, Spring",2026-01,0
336849,[코오롱몰] 이커머스 주니어 백엔드 개발자(1~5년),퍼플아이오,백엔드,스타트업/중소,"AWS, CI/CD, Git, GitHub, GitLab, Java, Jenkins, Jira, Kotlin, MySQL, Oracle, PostgreSQL, Spring",2026-01,0
336839,[전문연구요원 가능] GUI 소프트웨어 개발자,메디인테크,프론트엔드,스타트업/중소,"Git, Python",2026-01,6
336834,Lead/Senior Back-end Engineer,엔젤스윙,백엔드,스타트업/중소,"AWS, Airflow, CI/CD, Elasticsearch, FastAPI, Flask, Git, Go, Golang, K8s, Kafka, Kubernetes, PostgreSQL, Python, Redis, Ruby, 마이크로서비스",2026-01,3
336822,"Applied AI Scientist(Backend Developer, 3년 이상)",제네시스랩,백엔드,스타트업/중소,"AWS, Ansible, Azure, Docker, GCP, Java, Kafka, Kotlin, Kubernetes, MariaDB, PostgreSQL, Python, Redis, Spring, Terraform, 딥러닝",2026-01,4
336808,외주개발 백엔드 엔지니어 (신입~3년),웰던프로덕트,백엔드,스타트업/중소,"AWS, GCP, Git, GitHub, GitHub Actions, PostgreSQL, TypeScript",2026-01,3
336807,"[Agentria] 백엔드 개발자(Backend Developer, 3년 이상)",제네시스랩,백엔드,스타트업/중소,"CI/CD, Docker, FastAPI, Git, GitHub, GitHub Actions, Go, GraphQL, Java, Kubernetes, LLM, Linux, MariaDB, PostgreSQL, Python, REST API, RabbitMQ, Redis, Spring",2026-01,0
336804,[대구] R&D연구소 QA & QC 담당,씨엘모빌리티,백엔드,스타트업/중소,Kotlin,2026-01,3
336803,[강남] R&D연구소 인프라 운영,씨엘모빌리티,AI_ML,스타트업/중소,"CI/CD, Kotlin, Kubernetes",2026-01,2
336800,외주개발 프론트엔드 엔지니어 (신입~3년),웰던프로덕트,백엔드,스타트업/중소,"AWS, CI/CD, Git, GitHub, GitHub Actions, React, React Native, TypeScript",2026-01,1
336799,멤버십/빌링 서비스 개발,엔에이치엔벅스(NHN bugs),백엔드,스타트업/중소,"Java, JavaScript, Linux, MySQL, Oracle, Spring",2026-01,0
336798,Android 앱 서비스 개발 및 유지보수,엔에이치엔벅스(NHN bugs),모바일,스타트업/중소,"Java, Kotlin",2026-01,5
336794,Full-Stack 10년 이상,심시스글로벌,백엔드,스타트업/중소,"AWS, React, Spring, Spring Boot, Vue",2026-01,1
336773,[NetsPresso] Senior Edge AI Engineer,노타(Nota),AI_ML,스타트업/중소,"LLM, MLOps, Transformer",2026-01,4
336772,백엔드 개발 엔지니어 (시니어급/8년),위펀(스낵24),백엔드,스타트업/중소,"AWS, CI/CD, Docker, GCP, GraphQL, Java, Kafka, Kubernetes, Linux, MariaDB, MySQL, RabbitMQ, Scrum, Spring, Spring Boot",2026-01,0
336763,개인정보보호담당자 5년 이상,알피,DevOps,스타트업/중소,"AWS, Kubernetes",2026-01,8
336755,[NetsPresso] Edge AI SW Full Stack Engineer,노타(Nota),백엔드,스타트업/중소,"CI/CD, Docker, Python, React, Vue",2026-01,4
336727,[NetsPresso] Edge AI Research Engineer,노타(Nota),AI_ML,스타트업/중소,"LLM, PyTorch, 딥러닝",2026-01,4
336721,[웰다] 디지털 헬스 AI 연구소장 (7년 이상),대웅,데이터,스타트업/중소,"LLM, RAG, 머신러닝",2026-01,4
336719,출고운영시스템 WCS 백엔드 개발자 (평택 근무),컬리,백엔드,스타트업/중소,"C#, Java, Kafka, LLM, Oracle, Spring, Spring Boot",2026-01,3
336707,[웰컴페이] 선불전자지급수단 백엔드 개발자 5년 이상,웰컴페이먼츠,백엔드,스타트업/중소,"Java, Oracle, Spring, Spring Boot",2026-01,0
336700,정보보호 담당자,웰로,DevOps,스타트업/중소,"AWS, Linux",2026-01,8
336698,DevOps Engineer  (3년이상),골프존클라우드,AI_ML,스타트업/중소,"AWS, CI/CD, Docker, Git, GitHub, GitHub Actions, Go, Kubernetes, Linux, Terraform",2026-01,2
336697,정보보안 / 개인정보보호 담당자,웰로,DevOps,스타트업/중소,"AWS, Linux",2026-01,8
336691,시스템 개발(웹개발) 8년 이상,웅진,백엔드,스타트업/중소,"Git, Java, JavaScript, MySQL, Oracle, PostgreSQL, React, React Native, Spring, Spring Boot",2026-01,0
336683,[homedot] 시니어 백엔드 개발자,알스퀘어,백엔드,스타트업/중소,"AWS, Docker, GCP, Git, Java, K8s, Kotlin, Kubernetes, Linux, MSA, MySQL, PostgreSQL, React, Spring, Terraform",2026-01,0
336678,[Datahub] 백엔드 개발자,알스퀘어,백엔드,스타트업/중소,"AWS, GCP, Git, Java, Kotlin, Kubernetes, MySQL, Python, Spring, Terraform",2026-01,0
336673,[AI사업] 프론트엔드 개발자 (5년이상),누리미디어(DBpia),프론트엔드,스타트업/중소,"Confluence, Git, GitHub, Java, JavaScript, Jira, React, React Native, TypeScript, Vue",2026-01,1
336654,비전 SLAM 개발자(판교),와따에이아이,DevOps,스타트업/중소,"Docker, Git, Linux, Python",2026-01,6
336606,[노스페이스] SAP CO모듈 (8~11년),영원아웃도어,기타,스타트업/중소,,2026-01,6
336605,[노스페이스] SAP FI 모듈 (4~7년),영원아웃도어,기타,스타트업/중소,,2026-01,6
336601,[노스페이스] SAP SD모듈 (4~7년),영원아웃도어,기타,스타트업/중소,,2026-01,6
336598,[노스페이스] SAP MM 모듈 (4~7년),영원아웃도어,기타,스타트업/중소,,2026-01,6
336575,Cloud Service Operation 팀장,스마일샤크,DevOps,스타트업/중소,"AWS, CI/CD, Terraform",2026-01,2
336573,[강남/대구] R&D연구소 인프라 운영 및 QA & QC 담당,씨엘모빌리티,백엔드,스타트업/중소,"CI/CD, Kotlin, Kubernetes",2026-01,2
336567,Data Platform Team Leader,토스뱅크,데이터,대기업,"Airflow, Kafka, Kubernetes",2026-01,2
336564,[나만의집] 백엔드 엔지니어 (1~3년),낭만아지트,백엔드,스타트업/중소,"Docker, FastAPI, Git, Java, Kubernetes, LLM, LangChain, MSA, Python, Spring, Vector DB",2026-01,0
336562,[인턴] 백엔드 엔지니어,낭만아지트,백엔드,스타트업/중소,"Docker, FastAPI, Git, Go, Java, Kubernetes, LLM, LangChain, MSA, PostgreSQL, PyTorch, Python, Redis, Spring, Vector DB",2026-01,0
336553,[차즘] 프론트엔드 개발자,디자인앤프랙티스(Design&Practice),백엔드,스타트업/중소,"Git, React, React Native, TypeScript",2026-01,1
336551,"FPGA 개발자 (X-ray / Verilog, VHDL)",레이언스,기타,스타트업/중소,,2026-01,6
336547,임베디드 FW 개발자 (X-ray / Linux·C),레이언스,DevOps,스타트업/중소,Linux,2026-01,6
336546,(주)옴니크 코리아 백엔드 개발자 모집,옴니크코리아,백엔드,스타트업/중소,"AWS, Django, Docker, Flask, Git, GitHub, Go, Jira, MySQL, Python, REST API",2026-01,0
336545,개발팀 매쓰플랫 프론트엔드 개발자 (7년 이상),프리윌린,프론트엔드,스타트업/중소,"CI/CD, Java, JavaScript, React, TypeScript, Vue",2026-01,3
336535,AI DevOps PM(컨설턴트),인포그랩,백엔드,스타트업/중소,"AWS, Airflow, CI/CD, GPT, Git, GitLab, LLM",2026-01,4
336533,[인턴] B2B 탄소회계 SaaS CDP 솔루션(LLM 연계 서비스) 웹 개발자,엔츠,백엔드,스타트업/중소,"LLM, LangChain, Python",2026-01,1
336532,AI Platform 엔지니어,인포그랩,백엔드,스타트업/중소,"AWS, Airflow, Ansible, Git, GitLab, Go, Kubernetes, LLM, Python, Rust, Terraform, TypeScript",2026-01,2
336526,Application Security Engineer,라포랩스,백엔드,스타트업/중소,"AWS, CI/CD, GCP, Go, Java, MSA, Python",2026-01,8
336521,[GC] 백엔드 개발자,녹십자홀딩스,백엔드,스타트업/중소,"FastAPI, Flutter, Pandas, Python, React",2026-01,0
336520,[텀블벅] 프론트엔드 개발자 (1~3년),백패커,백엔드,스타트업/중소,"AWS, Git, Java, JavaScript, React, TypeScript",2026-01,1
336516,Java Backend Server Engineer,앤서스랩코리아,백엔드,스타트업/중소,"CI/CD, Java, Kubernetes",2026-01,0
336499,Frontend Engineer,디어니언,백엔드,스타트업/중소,"Git, Java, JavaScript, REST API, React, React Native, TypeScript",2026-01,1
336494,정보보호 관리자,에스케이일렉링크(SK일렉링크),DevOps,대기업,AWS,2026-01,8
336492,Marketing Data Engineer,앤서스랩코리아,백엔드,스타트업/중소,"Go, Python, Rust",2026-01,3
336490,AI 서비스 개발자,엑스솔콥코리아,백엔드,스타트업/중소,"AWS, Azure, ChromaDB, FastAPI, Flask, GCP, Java, LLM, LangChain, MLOps, Python, RAG, REST API, Spring",2026-01,4
336488,웹 서비스 개발,메가스터디교육,백엔드,스타트업/중소,"Java, MySQL, Spring, Spring Boot",2026-01,1
336487,농협 계정계 프로젝트 상품대출 개발자 모집(계약직/프리랜서),아이타이쿤,기타,스타트업/중소,,2026-01,3
336482,Java(Spring) 백엔드 개발자(신입~3년 이하),외식인,백엔드,스타트업/중소,"AWS, CI/CD, Docker, Elasticsearch, Git, GitHub, GitHub Actions, Java, Jenkins, LLM, Spring",2026-01,1
336481,[의료AI] Infra Ops Engineer 2~8년,뉴로엑스티,데이터,스타트업/중소,"AWS, Airflow, Ansible, CI/CD, Docker, GCP, K8s, Kubernetes, Linux, Terraform",2026-01,2
336478,프론트엔드 개발 (Frontend/React),위펀(스낵24),프론트엔드,스타트업/중소,"CI/CD, Git, Java, JavaScript, React, Scrum, TypeScript",2026-01,1
336454,Data Product Manager (Log),토스뱅크,데이터,대기업,"Airflow, CI/CD, Python",2026-01,7
336450,프론트엔드 개발자 (3 ~ 6년차),포트로직스,백엔드,스타트업/중소,"React, TypeScript",2026-01,3
336449,Data Product Manager (Mart/API),토스뱅크,백엔드,대기업,,2026-01,3
336447,Data Product Manager (AI),토스뱅크,데이터,대기업,"LLM, 머신러닝",2026-01,3
336445,Finance Data System Developer,토스뱅크,백엔드,대기업,"Java, Python",2026-01,3
336443,Backend Engineer(백엔드 엔지니어),피에프씨테크놀로지스,백엔드,스타트업/중소,"Django, Go, Kafka, Kotlin, Python, RabbitMQ, React, Spring",2026-01,3
336440,Product Engineer,쏘카(SOCAR),백엔드,스타트업/중소,"Java, Kotlin, LLM, MSA, Spring, Spring Boot",2026-01,3
336432,프로덕트 엔지니어,컨트롤엠(Ctrl-M),백엔드,스타트업/중소,"CI/CD, Git, GitHub, GitHub Actions, LLM, REST API, React, Vue",2026-01,7
336430,Cloud 네트워크 시스템 개발자,다키클라우드코리아,DevOps,스타트업/중소,"CI/CD, Git, Go, Golang, Java, JavaScript, Kubernetes, Linux, Python",2026-01,2
336427,ML Platform Team Leader,토스뱅크,데이터,대기업,"CI/CD, Fine-tuning, Kubernetes, LLM, MLOps, RAG, Vector DB",2026-01,3
336423,Data Platform Tribe Leader,토스뱅크,AI_ML,대기업,"Go, Kafka",2026-01,7
336419,[프리랜서][잠실] 대기업 SAP SD 담당자,원티드긱스(gigs),QA,스타트업/중소,Go,2026-01,3
336413,[프리랜서][잠실] 대기업 ERP SAP 담당자,원티드긱스(gigs),QA,스타트업/중소,Go,2026-01,3
336409,시스템/인프라 엔지니어 3년 이상,휴넷,DevOps,스타트업/중소,"AWS, CI/CD, Git, Kubernetes, Linux, Terraform",2026-01,2
336406,"Data Engineer (정보계, 3년이하)",토스뱅크,데이터,대기업,,2026-01,7
336404,Linux 기반 시스템/네트워크 엔지니어 (VPN/IDC 관제 및 운영),아틀라스네트웍스,백엔드,스타트업/중소,"AWS, Go, Linux, Python",2026-01,2
336402,Data Engineer (Workflow Platform),토스뱅크,데이터,대기업,"Airflow, Docker, Kubernetes, Python",2026-01,2
336398,AI 연구소 BackEnd 개발자,인피닉(infiniq),백엔드,스타트업/중소,"Docker, Java, Linux, Spring",2026-01,0
336393,백엔드 개발자 (Java / 2년 이상),널리소프트,백엔드,스타트업/중소,"Git, GitHub, Java",2026-01,0
336386,프로덕트 개발자 (프로덕트 팀) [병역특례 산업기능요원/보충역/전직],트립소다,백엔드,스타트업/중소,"AWS, Express, Go, MongoDB, MySQL, React, Redis, TypeScript",2026-01,3
336377,[대웅그룹] 개발파트 7년 이상,아이디에스앤트러스트,백엔드,스타트업/중소,"Java, Spring",2026-01,2
336370,"백엔드 엔지니어 리드 (Tech Lead, 강남 근무 가능)",알고케어,백엔드,스타트업/중소,"AWS, Azure, GCP, RAG",2026-01,3
336360,대기업 차세대 쇼핑몰 구축 DevOps 엔지니어 (오픈소스 솔루션 구축/운영),펠릭스,DevOps,스타트업/중소,"CI/CD, Docker, Git, GitLab, Jenkins, Kafka, PostgreSQL, Redis",2026-01,2
336317,[반도체IP] FW 엔지니어 (신입~주니어),칩스앤미디어,기타,스타트업/중소,,2026-01,6
336301,웹앱 개발자,아이디어2마켓(Idea2Market),백엔드,스타트업/중소,"Flutter, Git, Java, JavaScript, Pandas, Python, REST API, React, React Native, TypeScript",2026-01,1
336297,백엔드 개발자 (Java/2년 이상 경력),널리소프트,백엔드,스타트업/중소,"Git, GitHub, Java",2026-01,0
336292,Data Analyst  - 5년 이상,트래블월렛,데이터,스타트업/중소,"Python, 머신러닝",2026-01,7
336274,정보보안 담당자,디플래닉스(Dplanex),DevOps,스타트업/중소,AWS,2026-01,8
336266,[공비서] 프론트엔드 개발자,헤렌,백엔드,스타트업/중소,"CI/CD, Jenkins, React, TypeScript",2026-01,1
336265,[공비서] 백엔드 개발자,헤렌,백엔드,스타트업/중소,"AWS, Agile, CI/CD, Docker, Java, Kotlin, MariaDB, Redis, Spring, Spring Boot",2026-01,0
336263,Backend Engineer,케이비핀테크,백엔드,스타트업/중소,"AWS, Git, Java, Kotlin, MSA, MySQL, Spring, Spring Boot",2026-01,0
336230,AI Product Engineer,매도왕,백엔드,스타트업/중소,"FastAPI, GCP, LLM, Python",2026-01,4
336227,풀스택 개발자 (8 ~ 15년),지니파이,백엔드,스타트업/중소,"GPT, LLM, React, TypeScript",2026-01,0
336203,데이터엔지니어(Data Engineer),타이드스퀘어,데이터,스타트업/중소,"Airflow, Java, Python, Scala",2026-01,7
336196,[인턴] Software Engineer (BE/Fullstack),팀스파르타,백엔드,스타트업/중소,"Git, GitHub, Go, MongoDB, NestJS, PostgreSQL, TypeScript",2026-01,3
336187,소프트웨어 엔지니어 (0~5년),에이스웍스코리아,프론트엔드,스타트업/중소,"C#, Python",2026-01,6
336184,[서울/5년 이상] 엔진개발팀- 서버 프로그래머,트리노드,백엔드,스타트업/중소,"Java, React, Spring",2026-01,3
336180,[인턴] [로봇] 자율주행 로봇 개발자,엑스와이지,AI_ML,스타트업/중소,Python,2026-01,6
336177,[채용연계형] Software Engineer 인턴 (BE/Fullstack),팀스파르타,백엔드,스타트업/중소,"Git, GitHub, Go, MongoDB, NestJS, PostgreSQL, TypeScript",2026-01,3
336176,[인턴] [로봇] 로봇 제어 엔지니어,엑스와이지,기타,스타트업/중소,Linux,2026-01,6
336174,시스템인프라팀 시스템 담당,더즌(dozn),DevOps,스타트업/중소,"AWS, GCP, Linux",2026-01,2
336173,[CTO] 정보보안 최고책임자 (CISO),서브원,AI_ML,스타트업/중소,"AWS, Azure",2026-01,8
336156,데이터 분석 리드,새팜,데이터,스타트업/중소,Python,2026-01,7
336155,[나만의집] 프론트엔드 엔지니어 (1~3년),낭만아지트,백엔드,스타트업/중소,"Git, React, React Native",2026-01,1
336151,[인턴] 프론트엔드 엔지니어,낭만아지트,백엔드,스타트업/중소,"Git, Java, JavaScript, React, React Native, Vector DB",2026-01,1
336150,AI Vision 데이터 라벨링 & AI 추론 결과 및 성능 모니터링 담당 계약직,알티엠,AI_ML,스타트업/중소,"Computer Vision, Go",2026-01,7
336147,프론트엔드 개발자 (Front-end Developer),코웨이,백엔드,대기업,"AWS, Docker, Git, Java, JavaScript, React, TypeScript",2026-01,1
336133,[서비스 로봇] 자율주행 로봇 개발자(인턴),엑스와이지,AI_ML,스타트업/중소,Python,2026-01,6
336126,안드로이드 개발자 (리더급),위버스마인드,모바일,스타트업/중소,"C#, CI/CD, Flutter, Java, Kotlin",2026-01,5
336117,프로덕트 개발자 (프로덕트 팀),트립소다,백엔드,스타트업/중소,"AWS, Express, Go, MongoDB, MySQL, React, Redis, TypeScript",2026-01,3
336115,Platform Engineer (Entry-level),마스오토,프론트엔드,스타트업/중소,"Flutter, Linux, Python, React",2026-01,3
336111,DevOps (5년 이상),로앤컴퍼니(lawtalk),DevOps,스타트업/중소,"CI/CD, Docker, Kubernetes",2026-01,2
336110,[서비스 로봇] 로봇 제어 엔지니어(인턴),엑스와이지,기타,스타트업/중소,Linux,2026-01,6
